file_name,Tokens,ner_tags,Labels,number_of_tokens,Language,source,Label_counts,number_of_annotations,doi,sentence_id
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['Title', ':', '\n ', 'pH', '-', 'dependency', 'of', 'P', 'adsorption', 'kinetics', 'on', 'goethite', '\n', 'Abstract_text_1', ':', '\n ', 'pH', '-', 'dependency', 'of', 'P', 'adsorption', 'kinetics', 'on', 'goethite', '.', '\n']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",27,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-0
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['Abstract_text_2', ':', '\n ', 'P', 'adsorption', 'was', 'investigated', 'on', 'synthetic', 'and', 'commercially', 'available', 'goethite', '(', '99', '%', ',', 'Alfa', 'Aesar', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",21,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-1
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['The', 'composition', 'and', 'crystallinity', 'was', 'confirmed', 'by', 'X', '-', 'ray', 'diffraction', 'analyses', 'with', 'an', 'Empyrean', 'powder', 'diffractometer', '(', 'PANalytical', ')', 'with', 'Cu', 'Kα', 'radiation', '(', 'λ=0.15418', 'nm', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",29,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-2
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['The', 'determination', 'of', 'the', 'd', '-', 'values', 'and', 'the', 'verification', 'of', 'the', 'calculated', 'lattice', 'parameter', 'were', 'performed', 'using', 'the', 'XPowder', 'software', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",22,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-3
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['The', 'specific', 'surface', 'area', 'of', '17.2', 'm2', 'g-1', 'was', 'determined', 'with', 'an', 'Autosorb-1', '(', 'Quantachrome', ')', 'using', 'a', 'five', '-', 'point', 'BET', 'measurement', 'and', 'N2', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",26,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-4
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['The', 'point', 'of', 'zero', 'charge', '(', 'PZC', ')', 'was', 'determined', 'using', 'potentiometric', 'titration', 'by', 'weighing', '0.5', 'g', 'of', 'goethite', 'into', '50', 'ml', 'PE', '-', 'tubes', 'and', 'adding', 'of', '10', 'ml', 'of', 'a', '0.02', 'M', ',', '0.2', 'M', ',', 'and', '2', 'M', 'KCl', 'solution', ',', 'respectively', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",46,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-5
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['The', 'KCl', 'solutions', 'were', 'diluted', 'with', 'ultrapure', 'water', 'to', 'a', 'total', 'volume', 'of', '20', 'ml', ',', 'leading', 'to', 'final', 'concentrations', 'of', '0.01', 'M', ',', '0.1', 'M', ',', 'and', '1', 'M', ',', 'respectively', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",33,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-6
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['After', 'closing', 'the', 'tubes', ',', 'the', 'samples', 'were', 'equilibrated', 'for', '4', 'days', 'at', '25', '°', 'C', 'to', 'reach', 'an', 'equilibration', 'pH', 'value', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",23,en,BonaRes,Counter({'duration': 1}),1,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-7
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['Following', ',', 'the', 'suspension', 'was', 'titrated', 'with', '0.1', 'M', 'KOH', ',', 'and', 'the', 'pH', 'was', 'recorded', 'after', 'each', 'addition', 'of', 'KOH', 'as', 'a', 'function', 'of', 'the', 'volume', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",28,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-8
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['A', 'similar', 'procedure', 'was', 'used', 'for', 'the', 'blank', 'solutions', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",10,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-9
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['The', 'adsorbed', 'amounts', 'of', 'H+', 'or', 'OH-', 'were', 'calculated', 'from', 'the', 'amount', 'of', 'KOH', 'added', 'to', 'the', 'samples', 'minus', 'the', 'amount', 'of', 'KOH', 'used', 'by', 'blank', 'titration', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",28,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-10
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['The', 'titration', 'curves', 'of', 'the', 'three', 'different', 'concentration', 'steps', 'intersect', 'at', 'the', 'PZC', ',', 'which', 'was', '8.8', 'for', 'pure', 'goethite', 'without', 'adsorbed', 'P.', 'P']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",24,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-11
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['adsorption', 'on', 'goethite', 'was', 'studied', 'in', 'a', 'batch', 'setup', 'at', 'the', 'pH', 'values', 'of', '4', ',', '6', ',', '8', ',', '10', ',', 'and', '12', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",25,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-12
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['Therefore', ',', 'goethite', 'sample', 'material', '(', '5', 'g', ')', 'for', 'the', 'respective', 'pH', 'steps', 'was', 'adjusted', 'to', 'pH', '4', ',', '6', ',', '8', ',', '10', ',', 'or', '12', ',', 'respectively', ',', 'in', 'ultrapure', 'water', 'with', '0.01', 'M', 'HCl', '(', 'pH', '4', ')', ',', 'or', '0.1', 'M', 'to', '5', 'M', 'KOH', '(', 'pH', '6', 'to', '12', ')', 'using', 'a', 'Potentiometric', 'Compact', 'Titrator', 'G20S', 'and', 'combined', 'DGi115', '-', 'SC', 'pH', 'electrode', '(', 'Mettler', '-', 'Toledeo', ')', 'under', 'continuous', 'stirring', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-soilPH', 'B-soilPH', 'O', 'B-soilPH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-soilPH', 'B-soilPH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-soilPH', 'B-soilPH', 'O', 'B-soilPH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",78,en,BonaRes,Counter({'soilPH': 8}),8,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-13
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['For', 'P', 'adsorption', ',', '0.5', 'g', 'of', 'goethite', 'and', '40', 'ml', 'of', 'a', '0.15', 'mmol', 'l-1', 'KH2PO4', ',', 'solution', ',', 'adjusted', 'to', 'pH', '4', ',', '6', ',', '8', ',', '10', ',', 'or', '12', 'as', 'well', ',', 'were', 'mixed', 'to', 'achieve', 'a', 'solid', '-', 'solution', 'ratio', 'of', '1:80', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 31, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-soilPH', 'B-soilPH', 'O', 'B-soilPH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",48,en,BonaRes,Counter({'soilPH': 3}),3,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-14
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['The', 'goethite-', 'KH2PO4', 'mixture', 'was', 'shaken', 'horizontally', 'at', '150', 'motions', 'min-1', 'for', '24', 'h.', 'The', 'P', 'concentration', 'in', 'the', 'solution', 'was', 'determined', 'after', 'reaction', 'times', 'of', '2', ',', '24', ',', '48', ',', 'and', '168', 'h.', 'The', 'samples', 'have', 'been', 'centrifuged', 'for', '15', 'min', 'at', '3500', 'rpm', 'and', 'the', 'clear', 'supernatant', 'was', 'filtrated', 'by', 'using', 'P', '-', 'poor', 'Whatmann', '512', '½', 'filters', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",62,en,BonaRes,Counter({'duration': 2}),2,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-15
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['The', 'concentrations', 'of', 'P', 'and', 'Fe', 'were', 'determined', 'using', 'inductively', 'coupled', 'plasma', 'atomic', 'emission', 'spectroscopy', '(', 'ICP', '-', 'AES', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",21,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-16
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['The', 'adsorption', 'experiments', 'were', 'done', 'in', 'duplicate', '.']","[0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",8,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-17
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['Under', 'real', 'conditions', 'in', 'the', 'soil', ',', 'an', 'influence', 'of', 'the', 'P', 'sorption', 'on', 'the', 'pH', 'is', 'to', 'be', 'expected', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",21,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-18
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['Therefore', ',', 'the', 'pH', 'change', 'was', 'taken', 'into', 'account', 'both', 'at', 'the', 'beginning', 'and', 'at', 'the', 'end', 'of', 'the', 'adsorption', 'experiments', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",22,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-19
142faafb-4e71-4b1e-b550-ca6864f5234b.txt,"['The', 'pH', 'change', 'was', 'measured', 'in', 'a', 'reference', 'experiment', 'that', 'was', 'treated', 'exactly', 'under', 'the', 'same', 'conditions', 'as', 'P', 'adsorption', 'experiment', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",22,en,BonaRes,Counter(),0,https://doi.org/10.20387/bonares-exb6-a553,142faafb-4e71-4b1e-b550-ca6864f5234b-20
